year	week	rank	title_id	title	author	first_name	gender_signal
1931	1931-10-12	1	6477	The Ten Commandments	Warwick Deeping	Warwick	M
1931	1931-10-12	2	1808	Finche'S Fortune	Mazo de la Roche	Mazo	U
1931	1931-10-12	3	5304	The Good Earth	Pearl S. Buck	Pearl	F
1931	1931-10-12	4	4038	Shadows On The Rock	Willa Cather	Willa	F
1931	1931-10-12	5	3946	Scarmouche The King Maker	Rafael Sabatini	Rafael	M
1931	1931-11-16	1	2878	Maid In Waiting	John Galsworthy	John	M
1931	1931-11-16	2	7031	Two People	A. A. Milne	A.	I
1931	1931-11-16	3	413	American Beauty	Edna Ferber	Edna	F
1931	1931-11-16	4	859	Broome Stages	Clemence Dane	Clemence	A
1931	1931-11-16	5	4235	Sparks Fly Upward	Oliver LaFarge	Oliver	M
1931	1931-11-30	1	2878	Maid In Waiting	John Galsworthy	John	M
1931	1931-11-30	2	413	American Beauty	Edna Ferber	Edna	F
1931	1931-11-30	3	7031	Two People	A. A. Milne	A.	I
1931	1931-12-07	1	2878	Maid In Waiting	John Galsworthy	John	M
1931	1931-12-07	2	5303	The Good Earth	Pearl S. Buck	Pearl	F
1931	1931-12-07	3	7031	Two People	A. A. Milne	A.	I
1931	1931-12-14	1	2878	Maid In Waiting	John Galsworthy	John	M
1931	1931-12-14	2	7031	Two People	A. A. Milne	A.	I
1931	1931-12-14	3	2886	Malaysia	Henri Fauconnier	Henri	A
1931	1931-12-21	1	2878	Maid In Waiting	John Galsworthy	John	M
1931	1931-12-21	2	859	Broome Stages	Clemence Dane	Clemence	A
1931	1931-12-21	3	7209	Westward Passage	Margaret Ayer Barnes	Margaret	F
1931	1931-12-28	1	2878	Maid In Waiting	John Galsworthy	John	M
1931	1931-12-28	2	7209	Westward Passage	Margaret Ayer Barnes	Margaret	F
1931	1931-12-28	3	859	Broome Stages	Clemence Dane	Clemence	A
1932	1932-01-04	1	2878	Maid In Waiting	John Galsworthy	John	M
1932	1932-01-04	2	7209	Westward Passage	Margaret Ayer Barnes	Margaret	F
1932	1932-01-04	3	860	Broome Stages	Clemence Dane	Clemence	A
1932	1932-01-11	1	5362	The Harbourmaster	William McFee	William	M
1932	1932-01-11	2	2878	Maid In Waiting	John Galsworthy	John	M
1932	1932-01-11	3	5304	The Good Earth	Pearl S. Buck	Pearl	F
1932	1932-01-18	1	5362	The Harbourmaster	William McFee	William	M
1932	1932-01-18	2	5747	The Man From Sing Sing	E. Phillips Oppenheim	E.	I
1932	1932-01-18	3	2878	Maid In Waiting	John Galsworthy	John	M
1932	1932-01-25	1	3095	Mr. And Mrs. Pennington	Francis Brett Young	Francis	M
1932	1932-01-25	2	5362	The Harbourmaster	William McFee	William	M
1932	1932-01-25	3	5058	The End Of Desire	Robert Herrick	Robert	M
1932	1932-02-01	1	3095	Mr. And Mrs. Pennington	Francis Brett Young	Francis	M
1932	1932-02-01	2	5362	The Harbourmaster	William McFee	William	M
1932	1932-02-01	3	7209	Westward Passage	Margaret Ayer Barnes	Margaret	F
1932	1932-02-08	1	5058	The End Of Desire	Robert Herrick	Robert	M
1932	1932-02-08	2	2916	Mary'S Neck	Booth Tarkington	Booth	M
1932	1932-02-08	3	3095	Mr. And Mrs. Pennington	Francis Brett Young	Francis	M
1932	1932-02-15	1	2916	Mary'S Neck	Booth Tarkington	Booth	M
1932	1932-02-15	2	3095	Mr. And Mrs. Pennington	Francis Brett Young	Francis	M
1932	1932-02-15	3	7209	Westward Passage	Margaret Ayer Barnes	Margaret	F
1932	1932-02-22	1	2916	Mary'S Neck	Booth Tarkington	Booth	M
1932	1932-02-22	2	2740	Loads Of Love	Anne Parrish	Anne	F
1932	1932-02-22	3	3019	Miss Pinkerton	Mary Roberts Rinehart	Mary	F
1932	1932-02-29	1	2916	Mary'S Neck	Booth Tarkington	Booth	M
1932	1932-02-29	2	3019	Miss Pinkerton	Mary Roberts Rinehart	Mary	F
1932	1932-02-29	3	2740	Loads Of Love	Anne Parrish	Anne	F
1932	1932-03-07	1	2916	Mary'S Neck	Booth Tarkington	Booth	M
1932	1932-03-07	2	3019	Miss Pinkerton	Mary Roberts Rinehart	Mary	F
1932	1932-03-07	3	821	Brave New World	Aldous Huxley	Aldous	M
1932	1932-03-14	1	2916	Mary'S Neck	Booth Tarkington	Booth	M
1932	1932-03-14	2	6801	Thirteen Women	Tiffany Thayer	Tiffany	F
1932	1932-03-14	3	449	And Life Goes On	Vicki Baum	Vicki	F
1932	1932-03-21	1	2916	Mary'S Neck	Booth Tarkington	Booth	M
1932	1932-03-21	2	25	1919	John Dos Passos	John	M
1932	1932-03-21	3	2740	Loads Of Love	Anne Parrish	Anne	F
1932	1932-03-28	1	2916	Mary'S Neck	Booth Tarkington	Booth	M
1932	1932-03-28	2	2875	Magnolia Street	Louis Golding	Louis	M
1932	1932-03-28	3	3978	Second-Hand Wife	Kathleen Norris	Kathleen	F
1932	1932-04-04	1	2875	Magnolia Street	Louis Golding	Louis	M
1932	1932-04-04	2	2916	Mary'S Neck	Booth Tarkington	Booth	M
1932	1932-04-04	3	5304	The Good Earth	Pearl S. Buck	Pearl	F
1932	1932-04-11	1	2875	Magnolia Street	Louis Golding	Louis	M
1932	1932-04-11	2	5304	The Good Earth	Pearl S. Buck	Pearl	F
1932	1932-04-11	3	6801	Thirteen Women	Tiffany Thayer	Tiffany	F
1932	1932-04-18	1	2875	Magnolia Street	Louis Golding	Louis	M
1932	1932-04-18	2	6801	Thirteen Women	Tiffany Thayer	Tiffany	F
1932	1932-04-18	3	847	Bright Skin	Julia Peterkin	Julia	F
1932	1932-04-25	1	2875	Magnolia Street	Louis Golding	Louis	M
1932	1932-04-25	2	847	Bright Skin	Julia Peterkin	Julia	F
1932	1932-04-25	3	821	Brave New World	Aldous Huxley	Aldous	M
1932	1932-05-02	1	847	Bright Skin	Julia Peterkin	Julia	F
1932	1932-05-02	2	6833	Three Loves	A. J. Cronin	A.	I
1932	1932-05-02	3	2146	Heat Lightning	Helen Hull	Helen	F
1932	1932-05-09	1	167	A Modern Hero	Louis Bromfield	Louis	M
1932	1932-05-09	2	2875	Magnolia Street	Louis Golding	Louis	M
1932	1932-05-09	3	847	Bright Skin	Julia Peterkin	Julia	F
1932	1932-05-16	1	5304	The Good Earth	Pearl S. Buck	Pearl	F
1932	1932-05-16	2	167	A Modern Hero	Louis Bromfield	Louis	M
1932	1932-05-16	3	2875	Magnolia Street	Louis Golding	Louis	M
1932	1932-05-23	1	5304	The Good Earth	Pearl S. Buck	Pearl	F
1932	1932-05-23	2	167	A Modern Hero	Louis Bromfield	Louis	M
1932	1932-05-23	3	847	Bright Skin	Julia Peterkin	Julia	F
1932	1932-05-30	1	5304	The Good Earth	Pearl S. Buck	Pearl	F
1932	1932-05-30	2	4652	The Black Swan	Rafael Sabatini	Rafael	M
1932	1932-05-30	3	167	A Modern Hero	Louis Bromfield	Louis	M
1932	1932-06-06	1	1474	District Nurse	Faith Baldwin	Faith	F
1932	1932-06-06	2	5304	The Good Earth	Pearl S. Buck	Pearl	F
1932	1932-06-06	3	4652	The Black Swan	Rafael Sabatini	Rafael	M
1932	1932-06-13	1	5193	The Fountain	Charles Morgan	Charles	M
1932	1932-06-13	2	5304	The Good Earth	Pearl S. Buck	Pearl	F
1932	1932-06-13	3	1474	District Nurse	Faith Baldwin	Faith	F
1932	1932-06-20	1	5193	The Fountain	Charles Morgan	Charles	M
1932	1932-06-20	2	1474	District Nurse	Faith Baldwin	Faith	F
1932	1932-06-20	3	4652	The Black Swan	Rafael Sabatini	Rafael	M
1932	1932-06-27	1	5193	The Fountain	Charles Morgan	Charles	M
1932	1932-06-27	2	7058	Undertow	A. Hamilton Gibbs	A.	I
1932	1932-06-27	3	5304	The Good Earth	Pearl S. Buck	Pearl	F
1932	1932-07-04	1	5193	The Fountain	Charles Morgan	Charles	M
1932	1932-07-04	2	7058	Undertow	A. Hamilton Gibbs	A.	I
1932	1932-07-04	3	659	Benefits Received	Alice Grant Rosman	Alice	F
1932	1932-07-11	1	5193	The Fountain	Charles Morgan	Charles	M
1932	1932-07-11	2	6170	The Rueful Mating	G. B. Stern	G.	I
1932	1932-07-11	3	7405	Younger Sister	Kathleen Norris	Kathleen	F
1932	1932-07-18	1	5193	The Fountain	Charles Morgan	Charles	M
1932	1932-07-18	2	659	Benefits Received	Alice Grant Rosman	Alice	F
1932	1932-07-18	3	6399	The Store	T. S. Stribling	T.	I
1932	1932-07-25	1	5193	The Fountain	Charles Morgan	Charles	M
1932	1932-07-25	2	6399	The Store	T. S. Stribling	T.	I
1932	1932-07-25	3	584	Ballerina	Eleanor Smith	Eleanor	F
1932	1932-08-01	1	5193	The Fountain	Charles Morgan	Charles	M
1932	1932-08-01	2	6399	The Store	T. S. Stribling	T.	I
1932	1932-08-01	3	2729	Little Girl Lost	Temple Bailey	Temple	A
1932	1932-08-08	1	5193	The Fountain	Charles Morgan	Charles	M
1932	1932-08-08	2	3324	Obscure Destinies	Willa Cather	Willa	F
1932	1932-08-08	3	1757	Faraway	J. B. Priestley	J.	I
1932	1932-08-15	1	1757	Faraway	J. B. Priestley	J.	I
1932	1932-08-15	2	5193	The Fountain	Charles Morgan	Charles	M
1932	1932-08-15	3	2132	Head Tide	Joseph C. Lincoln	Joseph	M
1932	1932-08-22	1	2630	Lark Ascending	Mazo de la Roche	Mazo	U
1932	1932-08-22	2	5193	The Fountain	Charles Morgan	Charles	M
1932	1932-08-22	3	3324	Obscure Destinies	Willa Cather	Willa	F
1932	1932-08-29	1	5193	The Fountain	Charles Morgan	Charles	M
1932	1932-08-29	2	1757	Faraway	J. B. Priestley	J.	I
1932	1932-08-29	3	3324	Obscure Destinies	Willa Cather	Willa	F
1932	1932-09-05	1	178	A New York Tempest	Manuel Komroff	Manuel	M
1932	1932-09-05	2	6279	The Sheltered Life	Ellen Glasgow	Ellen	F
1932	1932-09-05	3	5193	The Fountain	Charles Morgan	Charles	M
1932	1932-09-12	1	6279	The Sheltered Life	Ellen Glasgow	Ellen	F
1932	1932-09-12	2	5193	The Fountain	Charles Morgan	Charles	M
1932	1932-09-12	3	1757	Faraway	J. B. Priestley	J.	I
1932	1932-09-19	1	6279	The Sheltered Life	Ellen Glasgow	Ellen	F
1932	1932-09-19	2	5193	The Fountain	Charles Morgan	Charles	M
1932	1932-09-19	3	5187	The Fortress	Hugh Walpole	Hugh	M
1932	1932-09-26	1	6279	The Sheltered Life	Ellen Glasgow	Ellen	F
1932	1932-09-26	2	5193	The Fountain	Charles Morgan	Charles	M
1932	1932-09-26	3	2421	Inheritance	Phyllis Bentley	Phyllis	F
1932	1932-10-03	1	4216	Sons	Pearl S. Buck	Pearl	F
1932	1932-10-03	2	6279	The Sheltered Life	Ellen Glasgow	Ellen	F
1932	1932-10-03	3	2421	Inheritance	Phyllis Bentley	Phyllis	F
1932	1932-10-10	1	4216	Sons	Pearl S. Buck	Pearl	F
1932	1932-10-10	2	6279	The Sheltered Life	Ellen Glasgow	Ellen	F
1932	1932-10-10	3	2421	Inheritance	Phyllis Bentley	Phyllis	F
1932	1932-10-17	1	4216	Sons	Pearl S. Buck	Pearl	F
1932	1932-10-17	2	6279	The Sheltered Life	Ellen Glasgow	Ellen	F
1932	1932-10-17	3	4165	Smith	Warwick Deeping	Warwick	M
1932	1932-10-24	1	4216	Sons	Pearl S. Buck	Pearl	F
1932	1932-10-24	2	5193	The Fountain	Charles Morgan	Charles	M
1932	1932-10-24	3	4165	Smith	Warwick Deeping	Warwick	M
1932	1932-10-31	1	4216	Sons	Pearl S. Buck	Pearl	F
1932	1932-10-31	2	5193	The Fountain	Charles Morgan	Charles	M
1932	1932-10-31	3	2421	Inheritance	Phyllis Bentley	Phyllis	F
1932	1932-11-07	1	4216	Sons	Pearl S. Buck	Pearl	F
1932	1932-11-07	2	4639	The Bishop'S Jaegers	Thorne Smith	Thorne	M
1932	1932-11-07	3	2421	Inheritance	Phyllis Bentley	Phyllis	F
1932	1932-11-14	1	2450	Invitation To The Waltz	Rosamond Lehmann	Rosamond	F
1932	1932-11-14	2	3134	Mutiny On The Bounty	Charles Nordhoff And James N. Hall	Charles	M
1932	1932-11-14	3	2506	Josephus	Lion Feuchtwanger	Lion	M
1932	1932-11-21	1	1865	Flowering Wilderness	John Galsworthy	John	M
1932	1932-11-21	2	5855	The Narrow Corner	W. Somerset Maugham	W.	I
1932	1932-11-21	3	2450	Invitation To The Waltz	Rosamond Lehmann	Rosamond	F
1932	1932-11-28	1	1865	Flowering Wilderness	John Galsworthy	John	M
1932	1932-11-28	2	5855	The Narrow Corner	W. Somerset Maugham	W.	I
1932	1932-11-28	3	4639	The Bishop'S Jaegers	Thorne Smith	Thorne	M
1932	1932-12-05	1	1865	Flowering Wilderness	John Galsworthy	John	M
1932	1932-12-05	2	2450	Invitation To The Waltz	Rosamond Lehmann	Rosamond	F
1932	1932-12-05	3	5855	The Narrow Corner	W. Somerset Maugham	W.	I
1932	1932-12-12	1	1865	Flowering Wilderness	John Galsworthy	John	M
1932	1932-12-12	2	5855	The Narrow Corner	W. Somerset Maugham	W.	I
1932	1932-12-12	3	4639	The Bishop'S Jaegers	Thorne Smith	Thorne	M
1932	1932-12-19	1	1865	Flowering Wilderness	John Galsworthy	John	M
1932	1932-12-19	2	5855	The Narrow Corner	W. Somerset Maugham	W.	I
1932	1932-12-19	3	4639	The Bishop'S Jaegers	Thorne Smith	Thorne	M
1932	1932-12-26	1	1865	Flowering Wilderness	John Galsworthy	John	M
1932	1932-12-26	2	5855	The Narrow Corner	W. Somerset Maugham	W.	I
1932	1932-12-26	3	1899	Forgive Us Our Trespasses	Lloyd C. Douglas	Lloyd	M
1933	1933-01-02	1	1865	Flowering Wilderness	John Galsworthy	John	M
1933	1933-01-02	2	5855	The Narrow Corner	W. Somerset Maugham	W.	I
1933	1933-01-02	3	4639	The Bishop'S Jaegers	Thorne Smith	Thorne	M
1933	1933-01-09	1	1865	Flowering Wilderness	John Galsworthy	John	M
1933	1933-01-09	2	627	Beauty	Faith Baldwin	Faith	F
1933	1933-01-09	3	5574	The Last Adam	James Gould Cozzens	James	M
1933	1933-01-16	1	5574	The Last Adam	James Gould Cozzens	James	M
1933	1933-01-16	2	5855	The Narrow Corner	W. Somerset Maugham	W.	I
1933	1933-01-16	3	627	Beauty	Faith Baldwin	Faith	F
1933	1933-01-23	1	5574	The Last Adam	James Gould Cozzens	James	M
1933	1933-01-23	2	5526	The Kennel Murder Case	S. S. Van Dine	S.	I
1933	1933-01-23	3	3186	Never Ask The End	Isabel Paterson	Isabel	F
1933	1933-01-30	1	472	Ann Vickers	Sinclair Lewis	Sinclair	A
1933	1933-01-30	2	5574	The Last Adam	James Gould Cozzens	James	M
1933	1933-01-30	3	5526	The Kennel Murder Case	S. S. Van Dine	S.	I
1933	1933-02-06	1	472	Ann Vickers	Sinclair Lewis	Sinclair	A
1933	1933-02-06	2	5574	The Last Adam	James Gould Cozzens	James	M
1933	1933-02-06	3	4732	The Bulpington Of Blup	H. G. Wells	H.	I
1933	1933-02-13	1	472	Ann Vickers	Sinclair Lewis	Sinclair	A
1933	1933-02-13	2	5574	The Last Adam	James Gould Cozzens	James	M
1933	1933-02-13	3	2368	Imitation Of Life	Fannie Hurst	Fannie	F
1933	1933-02-20	1	472	Ann Vickers	Sinclair Lewis	Sinclair	A
1933	1933-02-20	2	5574	The Last Adam	James Gould Cozzens	James	M
1933	1933-02-20	3	3440	Pageant	G. B. Lancaster	G.	I
1933	1933-02-27	1	472	Ann Vickers	Sinclair Lewis	Sinclair	A
1933	1933-02-27	2	3440	Pageant	G. B. Lancaster	G.	I
1933	1933-02-27	3	5526	The Kennel Murder Case	S. S. Van Dine	S.	I
1933	1933-03-06	1	472	Ann Vickers	Sinclair Lewis	Sinclair	A
1933	1933-03-06	2	3383	One More Spring	Robert Nathan	Robert	M
1933	1933-03-06	3	2107	Hardy Perennial	Helen Hull	Helen	F
1933	1933-03-13	1	472	Ann Vickers	Sinclair Lewis	Sinclair	A
1933	1933-03-13	2	3383	One More Spring	Robert Nathan	Robert	M
1933	1933-03-13	3	2107	Hardy Perennial	Helen Hull	Helen	F
1933	1933-03-20	1	472	Ann Vickers	Sinclair Lewis	Sinclair	A
1933	1933-03-20	2	3408	Orient Express	Graham Greene	Graham	M
1933	1933-03-20	3	3383	One More Spring	Robert Nathan	Robert	M
1933	1933-03-27	1	472	Ann Vickers	Sinclair Lewis	Sinclair	A
1933	1933-03-27	2	7164	Walls Of Gold	Kathleen Norris	Kathleen	F
1933	1933-03-27	3	4222	South Moon Under	Marjorie Kinnan Rawlings	Marjorie	F
1933	1933-04-03	1	472	Ann Vickers	Sinclair Lewis	Sinclair	A
1933	1933-04-03	2	4222	South Moon Under	Marjorie Kinnan Rawlings	Marjorie	F
1933	1933-04-03	3	1960	Gabriel Over The White House	Thomas F. Tweed	Thomas	M
1933	1933-04-10	1	472	Ann Vickers	Sinclair Lewis	Sinclair	A
1933	1933-04-10	2	3383	One More Spring	Robert Nathan	Robert	M
1933	1933-04-10	3	6671	The Werewolf Of Paris	Guy Endore	Guy	M
1933	1933-04-17	1	6671	The Werewolf Of Paris	Guy Endore	Guy	M
1933	1933-04-17	2	472	Ann Vickers	Sinclair Lewis	Sinclair	A
1933	1933-04-17	3	4222	South Moon Under	Marjorie Kinnan Rawlings	Marjorie	F
1933	1933-04-24	1	3701	Rain In The Doorway	Thorne Smith	Thorne	M
1933	1933-04-24	2	6671	The Werewolf Of Paris	Guy Endore	Guy	M
1933	1933-04-24	3	4222	South Moon Under	Marjorie Kinnan Rawlings	Marjorie	F
1933	1933-05-01	1	6671	The Werewolf Of Paris	Guy Endore	Guy	M
1933	1933-05-01	2	3701	Rain In The Doorway	Thorne Smith	Thorne	M
1933	1933-05-01	3	3383	One More Spring	Robert Nathan	Robert	M
1933	1933-05-08	1	518	As The Earth Turns	Gladys Hasty Carroll	Gladys	F
1933	1933-05-08	2	3383	One More Spring	Robert Nathan	Robert	M
1933	1933-05-08	3	3701	Rain In The Doorway	Thorne Smith	Thorne	M
1933	1933-05-15	1	518	As The Earth Turns	Gladys Hasty Carroll	Gladys	F
1933	1933-05-15	2	6785	They Brought Their Women	Edna Ferber	Edna	F
1933	1933-05-15	3	3701	Rain In The Doorway	Thorne Smith	Thorne	M
1933	1933-05-22	1	6399	The Store	T. S. Stribling	T.	I
1933	1933-05-22	2	518	As The Earth Turns	Gladys Hasty Carroll	Gladys	F
1933	1933-05-22	3	2038	Grand Canary	A. J. Cronin	A.	I
1933	1933-05-29	1	518	As The Earth Turns	Gladys Hasty Carroll	Gladys	F
1933	1933-05-29	2	2038	Grand Canary	A. J. Cronin	A.	I
1933	1933-05-29	3	7414	Zest	Charles G. Norris	Charles	M
1933	1933-06-05	1	518	As The Earth Turns	Gladys Hasty Carroll	Gladys	F
1933	1933-06-05	2	4530	The Album	Mary Roberts Rinehart	Mary	F
1933	1933-06-05	3	7414	Zest	Charles G. Norris	Charles	M
1933	1933-06-12	1	2731	Little Man, What Now?	Hans Fallada	Hans	M
1933	1933-06-12	2	4530	The Album	Mary Roberts Rinehart	Mary	F
1933	1933-06-12	3	518	As The Earth Turns	Gladys Hasty Carroll	Gladys	F
1933	1933-06-19	1	2731	Little Man, What Now?	Hans Fallada	Hans	M
1933	1933-06-19	2	4530	The Album	Mary Roberts Rinehart	Mary	F
1933	1933-06-19	3	518	As The Earth Turns	Gladys Hasty Carroll	Gladys	F
1933	1933-06-26	1	2731	Little Man, What Now?	Hans Fallada	Hans	M
1933	1933-06-26	2	518	As The Earth Turns	Gladys Hasty Carroll	Gladys	F
1933	1933-06-26	3	2964	Men Of Good-Will	Jules Romains	Jules	A
1933	1933-07-03	1	481	Anthony Adverse	Hervey Allen	Hervey	M
1933	1933-07-03	2	2731	Little Man, What Now?	Hans Fallada	Hans	M
1933	1933-07-03	3	7287	Wife For Sale	Kathleen Norris	Kathleen	F
1933	1933-07-10	1	481	Anthony Adverse	Hervey Allen	Hervey	M
1933	1933-07-10	2	2731	Little Man, What Now?	Hans Fallada	Hans	M
1933	1933-07-10	3	518	As The Earth Turns	Gladys Hasty Carroll	Gladys	F
1933	1933-07-17	1	481	Anthony Adverse	Hervey Allen	Hervey	M
1933	1933-07-17	2	518	As The Earth Turns	Gladys Hasty Carroll	Gladys	F
1933	1933-07-17	3	2731	Little Man, What Now?	Hans Fallada	Hans	M
1933	1933-07-24	1	481	Anthony Adverse	Hervey Allen	Hervey	M
1933	1933-07-24	2	2731	Little Man, What Now?	Hans Fallada	Hans	M
1933	1933-07-24	3	4350	Stranger'S Return	Phil Stong	Phil	M
1933	1933-07-31	1	481	Anthony Adverse	Hervey Allen	Hervey	M
1933	1933-07-31	2	4350	Stranger'S Return	Phil Stong	Phil	M
1933	1933-07-31	3	2731	Little Man, What Now?	Hans Fallada	Hans	M
1933	1933-08-07	1	481	Anthony Adverse	Hervey Allen	Hervey	M
1933	1933-08-07	2	371	All Men Are Enemies	Richard Aldington	Richard	M
1933	1933-08-07	3	4350	Stranger'S Return	Phil Stong	Phil	M
1933	1933-08-14	1	481	Anthony Adverse	Hervey Allen	Hervey	M
1933	1933-08-14	2	371	All Men Are Enemies	Richard Aldington	Richard	M
1933	1933-08-14	3	2731	Little Man, What Now?	Hans Fallada	Hans	M
1933	1933-08-21	1	481	Anthony Adverse	Hervey Allen	Hervey	M
1933	1933-08-21	2	371	All Men Are Enemies	Richard Aldington	Richard	M
1933	1933-08-21	3	5118	The Farm	Louis Bromfield	Louis	M
1933	1933-08-28	1	481	Anthony Adverse	Hervey Allen	Hervey	M
1933	1933-08-28	2	5118	The Farm	Louis Bromfield	Louis	M
1933	1933-08-28	3	371	All Men Are Enemies	Richard Aldington	Richard	M
1933	1933-09-04	1	481	Anthony Adverse	Hervey Allen	Hervey	M
1933	1933-09-04	2	5118	The Farm	Louis Bromfield	Louis	M
1933	1933-09-04	3	5969	The Paradine Case	Robert Hichens	Robert	M
1933	1933-09-11	1	481	Anthony Adverse	Hervey Allen	Hervey	M
1933	1933-09-11	2	5118	The Farm	Louis Bromfield	Louis	M
1933	1933-09-11	3	3017	Miss Bishop	Bess Streeter Aldrich	Bess	F
1933	1933-09-18	1	481	Anthony Adverse	Hervey Allen	Hervey	M
1933	1933-09-18	2	5118	The Farm	Louis Bromfield	Louis	M
1933	1933-09-18	3	5775	The Master Of Jaina	Mazo de la Roche	Mazo	U
1933	1933-09-25	1	481	Anthony Adverse	Hervey Allen	Hervey	M
1933	1933-09-25	2	7099	Vanessa	Hugh Walpole	Hugh	M
1933	1933-09-25	3	3272	No Second Spring	Janet Beith	Janet	F
1933	1933-10-02	1	481	Anthony Adverse	Hervey Allen	Hervey	M
1933	1933-10-02	2	7099	Vanessa	Hugh Walpole	Hugh	M
1933	1933-10-02	3	5775	The Master Of Jaina	Mazo de la Roche	Mazo	U
1933	1933-10-09	1	481	Anthony Adverse	Hervey Allen	Hervey	M
1933	1933-10-09	2	7099	Vanessa	Hugh Walpole	Hugh	M
1933	1933-10-09	3	3272	No Second Spring	Janet Beith	Janet	F
1933	1933-10-16	1	481	Anthony Adverse	Hervey Allen	Hervey	M
1933	1933-10-16	2	3382	One More River	John Galsworthy	John	M
1933	1933-10-16	3	2353	Ida Elisabeth	Sigrid Undset	Sigrid	F
1933	1933-10-23	1	481	Anthony Adverse	Hervey Allen	Hervey	M
1933	1933-10-23	2	3382	One More River	John Galsworthy	John	M
1933	1933-10-23	3	5009	The Dragon Murder Case	S. S. Van Dine	S.	I
1933	1933-10-30	1	481	Anthony Adverse	Hervey Allen	Hervey	M
1933	1933-10-30	2	3382	One More River	John Galsworthy	John	M
1933	1933-10-30	3	5009	The Dragon Murder Case	S. S. Van Dine	S.	I
1933	1933-11-06	1	481	Anthony Adverse	Hervey Allen	Hervey	M
1933	1933-11-06	2	3382	One More River	John Galsworthy	John	M
1933	1933-11-06	3	5009	The Dragon Murder Case	S. S. Van Dine	S.	I
1933	1933-11-13	1	481	Anthony Adverse	Hervey Allen	Hervey	M
1933	1933-11-13	2	3382	One More River	John Galsworthy	John	M
1933	1933-11-13	3	327	After Such Pleasures	Dorothy Parker	Dorothy	F
1933	1933-11-20	1	481	Anthony Adverse	Hervey Allen	Hervey	M
1933	1933-11-20	2	3382	One More River	John Galsworthy	John	M
1933	1933-11-20	3	327	After Such Pleasures	Dorothy Parker	Dorothy	F
1933	1933-11-27	1	481	Anthony Adverse	Hervey Allen	Hervey	M
1933	1933-11-27	2	3382	One More River	John Galsworthy	John	M
1933	1933-11-27	3	7341	Within This Present	Margaret Ayer Barnes	Margaret	F
1933	1933-12-04	1	481	Anthony Adverse	Hervey Allen	Hervey	M
1933	1933-12-04	2	802	Bonfire	Dorothy Canfield	Dorothy	F
1933	1933-12-04	3	327	After Such Pleasures	Dorothy Parker	Dorothy	F
1933	1933-12-11	1	481	Anthony Adverse	Hervey Allen	Hervey	M
1933	1933-12-11	2	7341	Within This Present	Margaret Ayer Barnes	Margaret	F
1933	1933-12-11	3	327	After Such Pleasures	Dorothy Parker	Dorothy	F
1933	1933-12-18	1	481	Anthony Adverse	Hervey Allen	Hervey	M
1933	1933-12-18	2	7341	Within This Present	Margaret Ayer Barnes	Margaret	F
1933	1933-12-18	3	3344	Oil For The Lamps Of China	Alice Tisdale Hobart	Alice	F
1933	1933-12-25	1	481	Anthony Adverse	Hervey Allen	Hervey	M
1933	1933-12-25	2	7341	Within This Present	Margaret Ayer Barnes	Margaret	F
1933	1933-12-25	3	3382	One More River	John Galsworthy	John	M
1934	1934-01-01	1	481	Anthony Adverse	Hervey Allen	Hervey	M
1934	1934-01-01	2	4635	The Bird Of Dawning	John Masefield	John	M
1934	1934-01-01	3	7341	Within This Present	Margaret Ayer Barnes	Margaret	F
1934	1934-01-08	1	481	Anthony Adverse	Hervey Allen	Hervey	M
1934	1934-01-08	2	3344	Oil For The Lamps Of China	Alice Tisdale Hobart	Alice	F
1934	1934-01-08	3	7341	Within This Present	Margaret Ayer Barnes	Margaret	F
1934	1934-01-15	1	6494	The Thin Man	Dashiell Hammett	Dashiell	M
1934	1934-01-15	2	481	Anthony Adverse	Hervey Allen	Hervey	M
1934	1934-01-15	3	2960	Men Against The Sea	Charles Nordhoff and James Norman Hall	Charles	M
1934	1934-01-22	1	6494	The Thin Man	Dashiell Hammett	Dashiell	M
1934	1934-01-22	2	481	Anthony Adverse	Hervey Allen	Hervey	M
1934	1934-01-22	3	5829	The Mother	Pearl S. Buck	Pearl	F
1934	1934-01-22	4	2960	Men Against The Sea	Charles Nordhoff and James Norman Hall	Charles	M
1934	1934-01-22	5	3957	Sea Level	Anne Parrish	Anne	F
1934	1934-01-22	6	4129	Skin And Bones	Thorne Smith	Thorne	M
1934	1934-01-22	7	3344	Oil For The Lamps Of China	Alice Tisdale Hobart	Alice	F
1934	1934-01-22	8	7341	Within This Present	Margaret Ayer Barnes	Margaret	F
1934	1934-01-29	1	6494	The Thin Man	Dashiell Hammett	Dashiell	M
1934	1934-01-29	2	481	Anthony Adverse	Hervey Allen	Hervey	M
1934	1934-01-29	3	5829	The Mother	Pearl S. Buck	Pearl	F
1934	1934-01-29	4	2960	Men Against The Sea	Charles Nordhoff and James Norman Hall	Charles	M
1934	1934-01-29	5	3957	Sea Level	Anne Parrish	Anne	F
1934	1934-01-29	6	4129	Skin And Bones	Thorne Smith	Thorne	M
1934	1934-01-29	7	7359	Work Of Art	Sinclair Lewis	Sinclair	A
1934	1934-01-29	8	4748	The Cadaver Of Gideon Wyck	Alexander Laing	Alexander	M
1934	1934-02-05	1	7359	Work Of Art	Sinclair Lewis	Sinclair	A
1934	1934-02-05	2	6494	The Thin Man	Dashiell Hammett	Dashiell	M
